id,name,nickname,email,phone_number,birth_date,gender,profile_image_url,interested_categories,wish_markets,wish_spots,reported_count,created_at,updated_at,age,age_group,household_size,level
83c45eea-b713-4fee-916c-6618ae9a69e3,조경자,hyeonsugjeon_40,eomyeongsug@example.com,011-027-8742,1999-02-25,male,https://picsum.photos/id/540/200/200,"{생활용품,뷰티헬스케어}","{POINT(127.076408 37.535159),POINT(126.738789 37.685437)}","{(""""회사"""",""""POINT(126.974175 37.540052)"""")}",0,2025-05-17 14:13:20,2025-03-20 13:17:50,26,20대,1인 가구,25
e415f6dd-36df-4290-8c59-9a75c07b02f4,박영순,yeongsug25_41,shan@example.net,055-807-1545,2003-03-19,male,https://picsum.photos/id/541/200/200,"{식품간식류,뷰티헬스케어}",{POINT(126.948539 37.503693)},"{(""""회사"""",""""POINT(126.888291 37.431592)""""),(""""회사"""",""""POINT(127.159044 37.660431)"""")}",0,2024-11-16 07:01:20,2025-07-29 07:13:23,22,20대,3인 이상 가구,13
54855869-7378-4550-b946-22fb83693a3d,류경숙,mi_42,sujin77@example.org,043-482-4771,1997-04-03,male,https://picsum.photos/id/542/200/200,"{생활용품,뷰티헬스케어}","{POINT(126.937764 37.466639),POINT(126.900597 37.443577)}","{(""""회사"""",""""POINT(127.108228 37.625529)""""),(""""우리집"""",""""POINT(126.970356 37.694795)"""")}",0,2024-10-13 11:38:14,2025-06-03 22:47:16,28,20대,1인 가구,7
c4833298-39dc-4f4d-84a5-a4a559e5e5fb,이경숙,hgim_43,pha@example.org,063-484-6773,1986-01-13,male,https://picsum.photos/id/543/200/200,"{생활용품,식품간식류}",{POINT(126.753439 37.632237)},"{(""""회사"""",""""POINT(127.125838 37.521125)""""),(""""회사"""",""""POINT(127.104366 37.633043)"""")}",0,2025-03-28 16:06:47,2025-05-04 08:43:03,39,30대,1인 가구,12
e991b678-960c-4581-91f1-a0cb1cdb7948,허영일,jiai_44,yi@example.net,051-044-9972,1979-08-06,male,https://picsum.photos/id/544/200/200,{식품간식류},{POINT(127.009601 37.656592)},"{(""""우리집"""",""""POINT(127.023290 37.640933)"""")}",0,2025-03-24 16:40:41,2025-04-29 10:29:22,46,40대 이상,3인 이상 가구,8
28a96853-a944-4ee3-9152-5081a99db74b,최영철,mnam_45,seoyeonggim@example.com,031-576-6270,2002-09-17,female,https://picsum.photos/id/545/200/200,{뷰티헬스케어},"{POINT(126.805505 37.637062),POINT(127.066567 37.593957)}","{(""""회사"""",""""POINT(126.983786 37.610754)"""")}",0,2024-11-20 07:15:18,2025-04-15 08:14:51,23,20대,2인 가구,4
c1d5b97f-2b5c-43ee-a7c7-6da1528c9908,양영희,jgim_46,jmun@example.org,063-459-6158,1992-05-05,female,https://picsum.photos/id/546/200/200,"{뷰티헬스케어,식품간식류}",{POINT(127.040776 37.450519)},"{(""""회사"""",""""POINT(126.741555 37.459187)"""")}",0,2025-02-26 20:29:56,2025-02-02 06:03:02,33,30대,1인 가구,21
f744cae6-9a8a-41eb-92ed-cd5243acebc2,김명자,hyejin16_47,gweonyeweon@example.org,062-240-0504,2002-12-16,female,https://picsum.photos/id/547/200/200,"{생활용품,패션잡화,뷰티헬스케어}","{POINT(127.027685 37.573841),POINT(127.021394 37.448618)}","{(""""우리집"""",""""POINT(126.865712 37.618242)"""")}",0,2025-02-18 11:40:30,2025-02-24 20:19:36,22,20대,1인 가구,1
965550e4-97f1-4665-931e-d9fc1c654aa5,박영호,seonghogim_48,pgang@example.com,011-237-4740,1999-01-22,female,https://picsum.photos/id/548/200/200,"{패션잡화,뷰티헬스케어,식품간식류}","{POINT(127.058962 37.547605),POINT(127.113271 37.502467)}","{(""""회사"""",""""POINT(127.162354 37.458495)""""),(""""회사"""",""""POINT(126.925969 37.620973)"""")}",0,2025-09-16 08:59:22,2025-08-10 18:16:42,26,20대,1인 가구,3
ff7c1373-48f2-4395-87f1-48abc7dc2454,장민지,lno_49,sunog64@example.com,052-367-1369,2001-05-30,female,https://picsum.photos/id/549/200/200,"{식품간식류,뷰티헬스케어}",{POINT(126.846259 37.525803)},"{(""""회사"""",""""POINT(126.939119 37.495843)""""),(""""회사"""",""""POINT(126.952438 37.520827)"""")}",0,2025-02-18 16:17:47,2025-05-13 12:11:24,24,20대,1인 가구,9
1ef680a8-44ad-4042-ac25-1069bf7139ff,이현지,ki_50,baegogja@example.com,044-953-3942,1989-11-19,female,https://picsum.photos/id/550/200/200,{뷰티헬스케어},"{POINT(126.737759 37.551007),POINT(126.911981 37.509444)}","{(""""우리집"""",""""POINT(126.815975 37.569489)""""),(""""우리집"""",""""POINT(126.949860 37.624420)"""")}",0,2025-06-03 06:15:05,2024-11-09 00:11:17,35,30대,1인 가구,8
3b37fde0-56c7-4d3f-8846-47cb37ad163a,박영환,byeongceoli_51,igim@example.net,054-884-2474,1972-06-07,male,https://picsum.photos/id/551/200/200,"{뷰티헬스케어,식품간식류}","{POINT(126.784295 37.497879),POINT(126.783800 37.481998)}","{(""""회사"""",""""POINT(126.968915 37.557780)""""),(""""회사"""",""""POINT(126.977675 37.699090)"""")}",0,2025-07-19 04:59:31,2025-09-05 07:14:32,53,40대 이상,1인 가구,18
cea0adc9-1aec-4fec-823e-0b8493f1615b,박명자,jiao_52,zju@example.net,054-160-4817,1992-10-19,male,https://picsum.photos/id/552/200/200,"{패션잡화,생활용품,뷰티헬스케어}","{POINT(126.810749 37.491420),POINT(126.970361 37.433820)}","{(""""우리집"""",""""POINT(126.947889 37.488424)"""")}",0,2025-02-22 10:01:19,2025-06-20 13:46:11,32,30대,2인 가구,9
66265ad6-a21b-4da2-af2c-ad854ca9ad77,류현정,janggyeongja_53,jihyeon31@example.net,062-461-2004,1987-08-05,female,https://picsum.photos/id/553/200/200,{뷰티헬스케어},{POINT(126.988329 37.665634)},"{(""""우리집"""",""""POINT(127.043838 37.579407)"""")}",0,2025-04-11 14:08:56,2024-11-16 08:52:33,38,30대,3인 이상 가구,16
f7e5bd52-d72f-4367-b469-4e34554d1261,박성훈,yeongsug86_54,jiuyun@example.com,016-640-5377,1976-05-13,female,https://picsum.photos/id/554/200/200,{뷰티헬스케어},"{POINT(127.013251 37.450002),POINT(126.797139 37.444474)}","{(""""회사"""",""""POINT(127.164474 37.521991)""""),(""""회사"""",""""POINT(126.944978 37.684087)"""")}",0,2025-01-01 23:17:02,2025-08-30 11:55:42,49,40대 이상,1인 가구,19
f60dca98-d182-423f-8005-88ee1d2f7991,임영철,minsu43_55,hajeongsug@example.org,018-390-0532,1994-06-07,female,https://picsum.photos/id/555/200/200,{뷰티헬스케어},"{POINT(126.863809 37.675296),POINT(126.922973 37.588902)}","{(""""우리집"""",""""POINT(126.783303 37.698358)""""),(""""회사"""",""""POINT(127.085833 37.593706)"""")}",0,2025-08-03 21:43:20,2025-05-09 12:48:10,31,30대,3인 이상 가구,19
8d892e52-1bed-4e6f-936b-ff70b14f0f9b,권상철,eunjigim_56,eunyeongcoe@example.com,041-284-2102,1983-09-19,female,https://picsum.photos/id/556/200/200,{패션잡화},{POINT(126.808216 37.472405)},"{(""""우리집"""",""""POINT(126.823505 37.685849)"""")}",0,2024-10-08 01:03:46,2025-02-18 09:36:53,42,40대 이상,2인 가구,3
dbd5b43e-88ef-4c77-9c6d-2753aa8df45d,김수민,ogsunbag_57,bageunseo@example.net,011-178-3908,1985-12-10,male,https://picsum.photos/id/557/200/200,"{패션잡화,생활용품}",{POINT(126.857223 37.507788)},"{(""""우리집"""",""""POINT(127.040217 37.540300)"""")}",0,2025-01-27 09:57:11,2025-03-29 03:49:13,39,30대,1인 가구,15
af0813c6-964d-404b-a0c4-598845e31b4f,박승민,bagjihyeon_58,baejeongsu@example.org,032-249-9856,1971-11-15,male,https://picsum.photos/id/558/200/200,"{식품간식류,뷰티헬스케어,생활용품}",{POINT(127.138785 37.604861)},"{(""""우리집"""",""""POINT(127.084523 37.679456)"""")}",0,2025-05-22 06:39:01,2025-04-26 07:42:10,53,40대 이상,3인 이상 가구,5
d4dd9140-a305-485c-95b5-d8881cfb13dc,조동현,gosunja_59,jinuson@example.com,053-766-1565,1989-10-26,female,https://picsum.photos/id/559/200/200,"{패션잡화,식품간식류,생활용품}","{POINT(127.044880 37.615943),POINT(126.955212 37.684523)}","{(""""우리집"""",""""POINT(126.868425 37.474799)"""")}",0,2025-06-17 13:48:33,2025-01-09 06:17:59,35,30대,1인 가구,16
aa5dedda-9372-4eeb-b85d-cbcb83b8be63,임예은,ryusangceol_60,sinjunseo@example.org,010-0988-5165,1995-03-23,male,https://picsum.photos/id/560/200/200,{생활용품},"{POINT(127.073399 37.585587),POINT(126.963534 37.477301)}","{(""""우리집"""",""""POINT(127.130240 37.591470)""""),(""""회사"""",""""POINT(126.741639 37.593003)"""")}",0,2025-09-06 13:09:56,2025-06-17 15:58:40,30,30대,2인 가구,15
3c137058-8ebf-4ec0-b9ec-92cc6e9eb232,오현주,jeonghun98_61,seongjinbag@example.org,054-851-4936,1998-07-14,male,https://picsum.photos/id/561/200/200,"{패션잡화,식품간식류}",{POINT(126.878412 37.661588)},"{(""""우리집"""",""""POINT(126.926148 37.699175)""""),(""""회사"""",""""POINT(126.941505 37.691645)"""")}",0,2025-08-26 11:58:18,2025-05-08 03:08:02,27,20대,3인 이상 가구,23
37f58f6f-aef9-49d9-a3c5-39502f807f0b,윤정자,gimyeweon_62,jihye50@example.org,041-961-2018,1971-07-16,female,https://picsum.photos/id/562/200/200,"{생활용품,식품간식류}",{POINT(126.974167 37.607568)},"{(""""회사"""",""""POINT(126.910204 37.608898)""""),(""""우리집"""",""""POINT(126.871533 37.552803)"""")}",0,2024-12-24 19:44:18,2025-02-25 08:56:26,54,40대 이상,1인 가구,14
c14885ac-f5ce-47bf-b192-8576610e9e7a,김성수,eungyeong99_63,yangseongjin@example.net,031-147-6797,1998-04-27,female,https://picsum.photos/id/563/200/200,"{뷰티헬스케어,생활용품}",{POINT(126.788956 37.502105)},"{(""""우리집"""",""""POINT(127.010185 37.569979)"""")}",0,2025-03-12 03:01:37,2025-01-16 08:39:15,27,20대,2인 가구,10
9131bc68-6ab8-4081-9151-ee463a546f51,김영자,yeongsun97_64,donghyeon69@example.org,02-3432-4451,1984-06-02,female,https://picsum.photos/id/564/200/200,{뷰티헬스케어},{POINT(127.108633 37.490669)},"{(""""회사"""",""""POINT(127.167916 37.462785)""""),(""""우리집"""",""""POINT(126.869838 37.621641)"""")}",0,2024-10-05 06:36:09,2025-04-13 10:31:19,41,40대 이상,3인 이상 가구,4
70047f7b-47ac-4a4c-b2fe-7872b01e5436,이정식,minjae06_65,bagminjun@example.com,011-696-6416,1999-01-21,female,https://picsum.photos/id/565/200/200,"{뷰티헬스케어,생활용품}","{POINT(126.902614 37.578842),POINT(126.958708 37.678904)}","{(""""우리집"""",""""POINT(126.799287 37.604882)""""),(""""회사"""",""""POINT(126.853041 37.567395)"""")}",0,2024-10-10 08:57:06,2025-02-05 09:36:48,26,20대,1인 가구,5
2b2f6ec8-b263-4510-bcbd-f51736780838,강지현,byeongceol13_66,hcoe@example.org,055-453-5218,1981-06-12,male,https://picsum.photos/id/566/200/200,"{패션잡화,생활용품}","{POINT(127.106864 37.626034),POINT(127.026973 37.586579)}","{(""""회사"""",""""POINT(127.114486 37.638622)"""")}",0,2025-06-05 04:38:11,2024-11-15 13:21:36,44,40대 이상,1인 가구,5
