id,name,nickname,age_group,gender,household_size
e73576c8-03c8-4d86-9c6d-3d1be9881980,이상훈,yeongjabag_155,40대 이상,male,1인 가구
afcad964-b186-4468-95bb-6c7f85c79140,김미숙,eunji80_156,40대 이상,male,1인 가구
9fc09ce3-9b66-4ce5-aefb-689994937954,이채원,umun_157,30대,female,1인 가구
2f248962-658e-4326-827c-a54d4c02282a,조순자,seongjinbag_158,40대 이상,male,2인 가구
7c24bfb9-82f5-47ed-807d-d1bfa442a2a7,최민석,seoyeong68_159,40대 이상,female,1인 가구
5017dfab-6b54-4758-91e3-67c60d28c164,윤정자,gimyeweon_160,40대 이상,female,1인 가구
1fb99515-2160-41ae-b213-e51540dbaf3e,이보람,seoyeoni_161,30대,female,3인 이상 가구
633f071c-ba19-42dd-8b0b-79f71cc61d9f,우미경,junseobag_162,40대 이상,male,2인 가구
a5e854ae-ff72-44d8-b6dc-bb1029eba466,오종수,yangseongjin_163,40대 이상,male,3인 이상 가구
bacb9a84-d2a3-4f29-9f63-691ac9ab7c27,이정숙,ajo_164,40대 이상,male,1인 가구
e353d652-1356-44d9-a35a-3d9ba555176d,박성현,iyeongsun_165,30대,male,3인 이상 가구
36d72aae-39f1-48d9-b3cb-907ad001d811,이서윤,gimjaeho_166,20대,male,1인 가구
041fac8d-217b-46e8-9f6d-82f7e787b3fe,권수빈,gimogja_167,40대 이상,male,1인 가구
e5b7f89c-4812-4762-8592-2409a6670b64,박상현,minjae06_168,40대 이상,male,1인 가구
2c81e622-ddb0-4606-8d7c-74bc28ff7c42,김성수,tcoe_169,40대 이상,male,1인 가구
0ece7ce8-48c9-406e-90cb-f0d51f8478ab,이현우,eunjeonggang_170,20대,male,1인 가구
90fe5b0a-de54-4c8f-8f9c-e72853affb8d,홍상호,zbag_171,30대,female,2인 가구
a8136159-fa7c-402b-a9c5-9232305a4c57,김지영,bagsangho_172,30대,female,1인 가구
2a6761d4-c2c4-4ff8-88cb-7d20b47aa340,황성현,yeongilgim_173,20대,female,2인 가구
58ed7d6a-1b39-498b-bb8e-1fe39f10a764,김정훈,gimeungyeong_174,40대 이상,female,1인 가구
197eb30a-a603-4de7-97cf-e0e315be6af6,최영환,jia52_175,20대,male,1인 가구
1816795c-3cf8-4f02-b092-95472fabd68b,박성민,seohyeon58_176,20대,female,1인 가구
f093132e-4d1a-4ce1-8db9-5edc61badcce,박도윤,minjun19_177,40대 이상,female,2인 가구
0437d43d-928f-4054-91e3-391e2c730a87,최진호,bageunju_178,20대,male,2인 가구
acd7e0aa-efdd-4bd2-beee-8db011b19d6f,박민재,bageunji_179,40대 이상,male,1인 가구
b49249bc-6078-48ec-8289-3f7c234bfa16,김은주,gimjinu_180,30대,male,1인 가구
38f09e2c-b3dc-4241-bf0c-c2a9283bf1bd,강아름,junyeong59_181,20대,female,3인 이상 가구
b41d9818-0394-4958-bf3f-79c0e5cded63,윤명자,coejunyeong_182,40대 이상,male,1인 가구
e3296299-90a5-4ccb-8bf7-ee5ea8aaa0bd,윤하윤,jeongungcoe_183,30대,male,1인 가구
fd25b80a-c081-472f-93fc-23318dbd66d7,이은지,tgim_184,40대 이상,male,1인 가구
3424b0d4-e42d-4d51-a5e2-f9d98b271f87,이주원,yeongsugryu_185,40대 이상,female,2인 가구
c158bccc-e9e8-40e6-a428-5b9e5ead086b,장영일,iseonghun_186,20대,female,1인 가구
df945f99-5988-4024-8f6a-c5d5b7f3e578,황병철,seongjini_187,40대 이상,male,1인 가구
67b45e9c-319c-4b3e-a48c-02fd988060e1,박지아,jangjiyeong_188,40대 이상,female,1인 가구
1f347cc5-04a3-42b1-8805-414d1de45da5,김보람,yejigim_189,40대 이상,female,1인 가구
41597f8d-cacb-43fd-bd33-200dc2d7abca,김영희,yujin73_190,30대,female,1인 가구
a47f27d6-da8b-4d43-b049-fe5d50c572bc,송영수,juweonha_191,30대,female,1인 가구
dc805b1e-d637-40dc-bd17-bfc226b1a7dd,이성훈,mju_192,20대,male,2인 가구
092cf8cf-0957-49d8-a64a-b55fe49ad284,김예지,boram18_193,40대 이상,female,1인 가구
cf4f2130-3dfb-46fd-9b35-3eb316bc0608,권서준,jeongsungim_194,40대 이상,female,1인 가구
c8a07bd3-4c47-430e-8e87-328a68e46d32,손현숙,ggim_195,40대 이상,male,1인 가구
972bfb68-beff-498f-aa04-d0cadc0d0293,지성호,isangceol_196,30대,female,1인 가구
f0ca9073-a6cd-472f-ad9f-b91d9490ad00,김수빈,ihan_197,30대,female,2인 가구
a2c37838-996d-4791-b189-7a03cdfe9434,김도현,yeongsu28_198,20대,female,3인 이상 가구
6d1f40c4-2ffe-44ee-8b46-c2e010521bd1,황상호,gimjihu_199,20대,male,1인 가구
6d085d7d-7f58-4ca7-88cf-8c06369749fd,홍영식,gangseoyeong_200,20대,male,1인 가구
58051f0f-96ae-45cc-b6de-fefc413b8564,김성현,qgim_201,40대 이상,female,1인 가구
f987e925-87c3-4086-b801-6443f21bfd95,이현정,igyeongsug_202,40대 이상,male,1인 가구
68bb2940-9009-42aa-ac26-a33e376646d0,김경자,iyejin_203,20대,female,3인 이상 가구
edbbd3b0-7923-4586-b146-1e4e137400f2,서순옥,ijeongung_204,40대 이상,female,2인 가구
99fac68c-6ec5-416c-af15-6723a9b28846,임현지,zgang_205,40대 이상,male,2인 가구
aee7d5ac-c6ca-4e8d-8780-0b9a600484af,황영길,siu30_206,40대 이상,male,1인 가구
acd682ef-94af-4230-9851-5def07e51105,박혜진,wgim_207,30대,female,1인 가구
34daa118-5635-457f-9c16-dab105dadb3f,문광수,yejun56_208,40대 이상,male,1인 가구
5a668918-323e-4d83-8a60-a818d090d16e,손영숙,myeongjabag_209,20대,female,2인 가구
75d44f95-3c4c-48bf-b102-626c28b299ac,김승현,ljo_210,20대,male,2인 가구
9a42fd4d-46ee-4059-8f5c-44d5227af15f,김정남,jinho62_211,30대,male,1인 가구
e36539b4-cb52-4009-8c0f-dc14c892977d,김준호,subin64_212,20대,male,1인 가구
c013db8f-a756-4aa3-84bc-d019a561a9eb,윤성호,haeungim_213,40대 이상,female,1인 가구
75971c8c-d5f7-4f50-bbbf-624c260d6557,김종수,jongsu90_214,20대,female,1인 가구
0148eddf-81bf-4033-b17c-9daaf9bf711d,하영미,coemijeong_215,40대 이상,male,1인 가구
61bca9a9-1d6c-47d4-9ef7-7a5224f39d99,이진호,seomyeongja_216,20대,female,1인 가구
cda1a2ea-0b17-4e7a-9cfd-2259b038a6c7,김지영,ngim_217,20대,female,1인 가구
15f6ec72-738e-4f93-a6f2-1ae651024187,엄서영,jiminbag_218,30대,female,2인 가구
000ba18d-5206-4976-b839-c2e5fb1e6c55,송현주,yeongmi18_219,20대,male,1인 가구
78186376-3de9-4e03-a679-9ad650c5c6c6,고정희,eunjeongbag_220,30대,female,1인 가구
2030b5eb-5d0c-4295-92bd-bbb36f3e60fd,안서현,jgim_221,40대 이상,female,1인 가구
94bd8373-ca59-4587-a52a-bbda0d5915df,나민수,gimjunho_222,30대,female,1인 가구
030ad1da-560a-4f6f-a1d8-232d23c572b2,황지은,gimjeongsu_223,20대,male,1인 가구
e89aea47-89c1-46ca-adbb-e9fb0c803c06,장성현,yunseogim_224,40대 이상,female,3인 이상 가구
6e1cf5b5-7685-4204-a538-7ed2047e1db1,김미정,jaehogim_225,20대,male,1인 가구
c20facc2-f377-4d80-bc71-3f88b365642b,노지후,gimsugja_226,40대 이상,female,2인 가구
19a0d246-fc42-481b-9698-5d62d9e2d192,이영진,seohyeoncoe_227,30대,male,1인 가구
156b7841-1ce8-4ae3-a371-4fe806f98203,오은영,ryudoyun_228,40대 이상,male,1인 가구
d97b710d-a06f-4b16-bc95-bc9867211f7d,황수민,yunseoi_229,40대 이상,male,1인 가구
7212ff25-5bd1-486b-b136-fb581cea6b35,강성민,gyeonghyi64_230,40대 이상,female,3인 이상 가구
15b67a06-46f5-4666-9606-28ac6da23032,김시우,vbag_231,20대,female,1인 가구
23910470-7622-428c-9089-d0cff2d68aec,오정호,hyeonju25_232,40대 이상,male,1인 가구
02d3e1c9-46b3-4303-9ccc-e0b9adee1ce3,이예은,hyeonu21_233,20대,male,1인 가구
b1e71360-18ca-4dc8-8fde-0f191a50cb52,이우진,hyeonsugbae_234,40대 이상,male,1인 가구
fa4e8298-2938-4f24-b20a-79bcc91ae251,오서연,myeongjabag_235,30대,male,1인 가구
b8566843-aaee-4e62-98fc-fe31067c0586,박미경,pbag_236,20대,female,3인 이상 가구
cce2cdae-ef82-4ab0-85ee-d7e1b5296563,김수빈,ai_237,40대 이상,female,1인 가구
9cfa907d-3c8b-431b-9871-4ad9b6c22dda,양정웅,zi_238,40대 이상,female,2인 가구
8c9211a9-663a-49c4-8caa-81627f6011bc,김유진,ihyeonu_239,40대 이상,female,1인 가구
d4881e67-ea89-48fa-8907-05c44d5060a5,강은영,hyeonjeongi_240,30대,female,1인 가구
537c095a-4347-435d-be51-1bde155cb7a2,이민서,cbag_241,30대,male,1인 가구
01793266-a8d3-4f7c-b67c-ad463ea79593,이영수,ggim_242,40대 이상,male,2인 가구
cae5671d-43e1-4ef8-bff2-ee7e651ee4b7,강민준,seohyeon88_243,40대 이상,female,1인 가구
417aa724-e399-44fb-be19-4dbb647a2373,이지은,jeongung16_244,20대,male,2인 가구
6b112a3f-59e7-4073-bf33-4f81b210fae4,오정순,coeyeonghwan_245,30대,male,1인 가구
44abe76a-cedd-4de7-8e5b-756224e19b10,최보람,rgim_246,40대 이상,male,1인 가구
bffa1569-fc42-48ec-b1ac-0b7b184a4bb3,하민석,bagjihu_247,30대,female,1인 가구
b0ccfbbc-2c77-425a-a007-7302d3882d39,이지영,vmun_248,20대,male,2인 가구
9db2a7f4-874d-4f3a-9c1a-38bb83b270a4,박윤서,ubag_249,40대 이상,male,1인 가구
776d1717-aef7-472f-9ed7-397a2439c607,박영철,sumin33_250,40대 이상,female,1인 가구
b91175f0-77bd-4694-a212-df16f6b8d5ff,김현지,eungyeong37_251,30대,female,1인 가구
b11ae1ee-6a6e-4887-b031-5ce8dfefc173,최진우,ujin98_252,30대,female,1인 가구
387e0a07-af1c-4fb4-a966-30343a080492,이순자,jaehyeoni_253,30대,male,1인 가구
2b749fcb-220b-448c-8fe2-717614afdea5,박상훈,igim_254,40대 이상,male,1인 가구
6de90ea7-9d64-4fba-b23e-ddf31b2f197b,한미정,yeongjinjang_255,30대,male,3인 이상 가구
e572d790-63fb-4820-bb8e-3c3b071daba6,김영순,xgim_256,40대 이상,female,1인 가구
6f0a12c8-7236-4b76-85f8-185a12d77592,최진우,eyun_257,40대 이상,male,1인 가구
688ad2d3-1c3f-42d7-b83e-52624df6df73,권수빈,sunja19_258,20대,female,1인 가구
e12fc170-8f80-4f0b-9302-9881dc3e8b17,오현숙,jihuhong_259,40대 이상,female,2인 가구
d16dca55-a9c7-46f6-a881-9634ef2cb40d,이예진,jiyeong04_260,40대 이상,male,2인 가구
d1ce94ab-3f7f-4bbd-8367-b0614385c0cc,이예원,ison_261,40대 이상,female,1인 가구
d850547d-726c-4a6f-87b6-6b140201b7ec,김민석,yejinyun_262,20대,male,1인 가구
3e44a874-fd43-4496-8eac-5f0fc119fe45,이성민,seonghungo_263,40대 이상,male,3인 이상 가구
c16c7106-6ecf-4ee0-beb7-3d02c1ef30a1,박미경,gimseongsu_264,20대,male,1인 가구
7029b986-ff95-4baa-80fd-6990c1eb9daa,김영미,vgweon_265,30대,male,2인 가구
a09d5225-29bc-4744-835c-a5de582e14b4,최수민,yeongja01_266,30대,male,1인 가구
fff9ea7f-60c6-4da6-b77e-8a750dd3009f,이영일,yeongja45_267,20대,female,3인 이상 가구
b65a7357-cc2d-4fdd-9d0c-b78493af9272,김민재,jihu87_268,40대 이상,female,1인 가구
ea5542f6-d737-44e2-8a6b-30245042f06d,장은서,bagmiyeong_269,40대 이상,male,1인 가구
